Time	Headset_on	CE_Pos	CE_Rot	LE_Pos	LE_Rot	RE_Pos	RE_Rot	LH_Pos	LH_Rot	RH_Pos	RH_Rot	Menu_Exists	Menu_Bounds	Menu_SM_Bounds	Menu_Page_Viewed	Menu_Panel_Viewed	Model_Name	Model_Centre	Model_Size	Preview_Name	Preview_Corners	
6.805523	1	(0.01, 1.74, 0.39)	(0.06084, 0.01403, -0.01670, 0.99791)	(-0.02, 1.74, 0.39)	(0.06084, 0.01403, -0.01670, 0.99791)	(0.04, 1.74, 0.39)	(0.06084, 0.01403, -0.01670, 0.99791)	(-0.18, 1.34, 0.57)	(-0.02913, 0.07301, -0.16112, -0.98380)	(0.24, 1.27, 0.52)	(-0.06568, -0.12539, 0.49354, -0.85813)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
6.827817	1	(0.01, 1.74, 0.39)	(0.05911, 0.02244, -0.01864, 0.99783)	(-0.02, 1.74, 0.39)	(0.05911, 0.02244, -0.01864, 0.99783)	(0.04, 1.74, 0.39)	(0.05911, 0.02244, -0.01864, 0.99783)	(-0.18, 1.34, 0.57)	(-0.03594, 0.05922, -0.16674, -0.98356)	(0.24, 1.28, 0.52)	(-0.06198, -0.12460, 0.48952, -0.86082)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
6.838976	1	(0.01, 1.74, 0.39)	(0.05836, 0.02619, -0.01943, 0.99776)	(-0.02, 1.74, 0.39)	(0.05836, 0.02619, -0.01943, 0.99776)	(0.04, 1.74, 0.39)	(0.05836, 0.02619, -0.01943, 0.99776)	(-0.17, 1.34, 0.57)	(-0.03901, 0.05166, -0.16722, -0.98379)	(0.24, 1.28, 0.52)	(-0.05993, -0.12386, 0.48795, -0.86196)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
6.861117	1	(0.01, 1.74, 0.39)	(0.05739, 0.03349, -0.02207, 0.99755)	(-0.02, 1.74, 0.39)	(0.05739, 0.03349, -0.02207, 0.99755)	(0.04, 1.74, 0.39)	(0.05739, 0.03349, -0.02207, 0.99755)	(-0.16, 1.34, 0.57)	(-0.04305, 0.03522, -0.16326, -0.98501)	(0.24, 1.28, 0.52)	(-0.05499, -0.12395, 0.48515, -0.86386)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
6.883379	1	(0.02, 1.74, 0.39)	(0.05766, 0.03996, -0.02494, 0.99722)	(-0.01, 1.74, 0.39)	(0.05766, 0.03996, -0.02494, 0.99722)	(0.05, 1.74, 0.38)	(0.05766, 0.03996, -0.02494, 0.99722)	(-0.15, 1.34, 0.56)	(-0.04366, 0.01478, -0.15597, -0.98669)	(0.24, 1.28, 0.52)	(-0.05076, -0.12515, 0.48106, -0.86623)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
6.905639	1	(0.02, 1.74, 0.39)	(0.05852, 0.04617, -0.02822, 0.99682)	(-0.01, 1.74, 0.39)	(0.05852, 0.04617, -0.02822, 0.99682)	(0.05, 1.74, 0.38)	(0.05852, 0.04617, -0.02822, 0.99682)	(-0.14, 1.34, 0.56)	(-0.04396, -0.00798, -0.14662, -0.98818)	(0.24, 1.28, 0.52)	(-0.04595, -0.12711, 0.47543, -0.86931)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
6.927885	1	(0.02, 1.74, 0.39)	(0.06043, 0.05215, -0.03166, 0.99631)	(-0.01, 1.74, 0.39)	(0.06043, 0.05215, -0.03166, 0.99631)	(0.05, 1.74, 0.38)	(0.06043, 0.05215, -0.03166, 0.99631)	(-0.13, 1.33, 0.55)	(-0.04880, -0.03244, -0.13668, -0.98888)	(0.24, 1.28, 0.51)	(-0.04084, -0.13103, 0.46952, -0.87219)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
6.93902	1	(0.02, 1.74, 0.39)	(0.06185, 0.05544, -0.03323, 0.99599)	(-0.01, 1.74, 0.39)	(0.06185, 0.05544, -0.03323, 0.99599)	(0.05, 1.73, 0.38)	(0.06185, 0.05544, -0.03323, 0.99599)	(-0.12, 1.33, 0.55)	(-0.05211, -0.04484, -0.13305, -0.98872)	(0.25, 1.28, 0.51)	(-0.03863, -0.13423, 0.46672, -0.87331)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
6.961284	1	(0.02, 1.74, 0.38)	(0.06501, 0.06106, -0.03670, 0.99534)	(-0.01, 1.74, 0.39)	(0.06501, 0.06106, -0.03670, 0.99534)	(0.05, 1.73, 0.38)	(0.06501, 0.06106, -0.03670, 0.99534)	(-0.11, 1.33, 0.54)	(-0.05994, -0.06852, -0.12874, -0.98749)	(0.25, 1.29, 0.51)	(-0.03418, -0.14177, 0.46080, -0.87544)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
6.983482	1	(0.02, 1.73, 0.38)	(0.06992, 0.06654, -0.04000, 0.99453)	(-0.01, 1.74, 0.39)	(0.06992, 0.06654, -0.04000, 0.99453)	(0.05, 1.73, 0.38)	(0.06992, 0.06654, -0.04000, 0.99453)	(-0.09, 1.32, 0.53)	(-0.07430, -0.09122, -0.12681, -0.98492)	(0.25, 1.29, 0.51)	(-0.03125, -0.14718, 0.45633, -0.87700)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.005759	1	(0.02, 1.73, 0.38)	(0.07629, 0.07223, -0.04275, 0.99355)	(-0.01, 1.74, 0.39)	(0.07629, 0.07223, -0.04275, 0.99355)	(0.05, 1.73, 0.38)	(0.07629, 0.07223, -0.04275, 0.99355)	(-0.08, 1.31, 0.52)	(-0.09659, -0.11440, -0.11687, -0.98180)	(0.25, 1.29, 0.51)	(-0.03006, -0.15047, 0.45345, -0.87797)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.027991	1	(0.03, 1.73, 0.38)	(0.08515, 0.07695, -0.04564, 0.99234)	(0.00, 1.73, 0.39)	(0.08515, 0.07695, -0.04564, 0.99234)	(0.06, 1.73, 0.38)	(0.08515, 0.07695, -0.04564, 0.99234)	(-0.06, 1.30, 0.52)	(-0.11617, -0.13370, -0.10505, -0.97857)	(0.25, 1.29, 0.51)	(-0.02900, -0.15223, 0.45534, -0.87673)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.03916	1	(0.03, 1.73, 0.38)	(0.08964, 0.07960, -0.04706, 0.99167)	(0.00, 1.73, 0.39)	(0.08964, 0.07960, -0.04706, 0.99167)	(0.06, 1.73, 0.38)	(0.08964, 0.07960, -0.04706, 0.99167)	(-0.06, 1.30, 0.52)	(-0.12474, -0.14426, -0.10134, -0.97640)	(0.25, 1.29, 0.51)	(-0.02833, -0.15227, 0.45742, -0.87566)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.061322	1	(0.03, 1.73, 0.38)	(0.09887, 0.08446, -0.04900, 0.99030)	(0.00, 1.73, 0.39)	(0.09887, 0.08446, -0.04900, 0.99030)	(0.06, 1.73, 0.38)	(0.09887, 0.08446, -0.04900, 0.99030)	(-0.05, 1.29, 0.51)	(-0.13863, -0.16049, -0.09968, -0.97216)	(0.25, 1.29, 0.51)	(-0.02807, -0.15217, 0.46145, -0.87357)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.08357	1	(0.03, 1.73, 0.38)	(0.10716, 0.08878, -0.05039, 0.98899)	(0.00, 1.73, 0.39)	(0.10716, 0.08878, -0.05039, 0.98899)	(0.06, 1.72, 0.38)	(0.10716, 0.08878, -0.05039, 0.98899)	(-0.05, 1.28, 0.51)	(-0.15762, -0.16292, -0.09836, -0.96899)	(0.25, 1.29, 0.51)	(-0.02826, -0.15328, 0.46155, -0.87331)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.10582	1	(0.03, 1.72, 0.38)	(0.11413, 0.09323, -0.05093, 0.98777)	(0.00, 1.73, 0.39)	(0.11413, 0.09323, -0.05093, 0.98777)	(0.06, 1.72, 0.38)	(0.11413, 0.09323, -0.05093, 0.98777)	(-0.04, 1.27, 0.51)	(-0.17470, -0.16291, -0.09248, -0.96664)	(0.25, 1.29, 0.51)	(-0.02874, -0.15467, 0.46045, -0.87363)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.128162	1	(0.03, 1.72, 0.39)	(0.12032, 0.09703, -0.05133, 0.98665)	(0.00, 1.72, 0.39)	(0.12032, 0.09703, -0.05133, 0.98665)	(0.06, 1.72, 0.38)	(0.12032, 0.09703, -0.05133, 0.98665)	(-0.03, 1.27, 0.50)	(-0.18741, -0.16753, -0.08725, -0.96395)	(0.25, 1.28, 0.50)	(-0.02916, -0.15628, 0.46017, -0.87348)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.139328	1	(0.03, 1.72, 0.39)	(0.12275, 0.09874, -0.05177, 0.98616)	(0.00, 1.72, 0.39)	(0.12275, 0.09874, -0.05177, 0.98616)	(0.06, 1.72, 0.38)	(0.12275, 0.09874, -0.05177, 0.98616)	(-0.03, 1.26, 0.50)	(-0.19170, -0.16973, -0.08722, -0.96272)	(0.25, 1.28, 0.50)	(-0.02931, -0.15715, 0.46026, -0.87327)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.161575	1	(0.03, 1.72, 0.39)	(0.12567, 0.10181, -0.05202, 0.98546)	(0.00, 1.72, 0.39)	(0.12567, 0.10181, -0.05202, 0.98546)	(0.06, 1.72, 0.38)	(0.12567, 0.10181, -0.05202, 0.98546)	(-0.03, 1.26, 0.50)	(-0.19204, -0.17591, -0.09087, -0.96121)	(0.25, 1.28, 0.50)	(-0.02979, -0.15815, 0.46087, -0.87276)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.183858	1	(0.03, 1.72, 0.39)	(0.12702, 0.10508, -0.05245, 0.98492)	(0.01, 1.72, 0.39)	(0.12702, 0.10508, -0.05245, 0.98492)	(0.06, 1.72, 0.38)	(0.12702, 0.10508, -0.05245, 0.98492)	(-0.03, 1.27, 0.50)	(-0.18484, -0.17998, -0.08949, -0.96199)	(0.25, 1.28, 0.50)	(-0.03069, -0.15945, 0.46088, -0.87248)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.20613	1	(0.04, 1.72, 0.39)	(0.12764, 0.10777, -0.05241, 0.98455)	(0.01, 1.72, 0.39)	(0.12764, 0.10777, -0.05241, 0.98455)	(0.06, 1.72, 0.38)	(0.12764, 0.10777, -0.05241, 0.98455)	(-0.03, 1.27, 0.50)	(-0.16909, -0.18248, -0.08009, -0.96524)	(0.25, 1.28, 0.50)	(-0.03209, -0.16160, 0.46058, -0.87219)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.228418	1	(0.04, 1.72, 0.39)	(0.12542, 0.11065, -0.05177, 0.98455)	(0.01, 1.72, 0.39)	(0.12542, 0.11065, -0.05177, 0.98455)	(0.07, 1.72, 0.38)	(0.12542, 0.11065, -0.05177, 0.98455)	(-0.03, 1.28, 0.50)	(-0.14899, -0.19058, -0.07139, -0.96767)	(0.25, 1.28, 0.50)	(-0.03416, -0.16437, 0.46083, -0.87146)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.239554	1	(0.04, 1.72, 0.39)	(0.12339, 0.11154, -0.05126, 0.98474)	(0.01, 1.72, 0.39)	(0.12339, 0.11154, -0.05126, 0.98474)	(0.07, 1.72, 0.38)	(0.12339, 0.11154, -0.05126, 0.98474)	(-0.03, 1.28, 0.50)	(-0.14085, -0.19468, -0.07038, -0.96815)	(0.25, 1.28, 0.50)	(-0.03510, -0.16544, 0.46114, -0.87106)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.261702	1	(0.04, 1.72, 0.39)	(0.11950, 0.11397, -0.05079, 0.98496)	(0.01, 1.72, 0.39)	(0.11950, 0.11397, -0.05079, 0.98496)	(0.07, 1.72, 0.38)	(0.11950, 0.11397, -0.05079, 0.98496)	(-0.03, 1.29, 0.50)	(-0.12259, -0.20052, -0.07353, -0.96920)	(0.25, 1.28, 0.49)	(-0.03711, -0.16755, 0.46138, -0.87045)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.283944	1	(0.04, 1.72, 0.39)	(0.11630, 0.11575, -0.05101, 0.98513)	(0.01, 1.72, 0.39)	(0.11630, 0.11575, -0.05101, 0.98513)	(0.07, 1.72, 0.38)	(0.11630, 0.11575, -0.05101, 0.98513)	(-0.03, 1.29, 0.50)	(-0.10107, -0.20460, -0.07307, -0.97087)	(0.26, 1.27, 0.49)	(-0.03919, -0.17041, 0.46155, -0.86971)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.306225	1	(0.04, 1.72, 0.39)	(0.11286, 0.11792, -0.05100, 0.98527)	(0.01, 1.72, 0.39)	(0.11286, 0.11792, -0.05100, 0.98527)	(0.07, 1.72, 0.38)	(0.11286, 0.11792, -0.05100, 0.98527)	(-0.03, 1.30, 0.50)	(-0.07892, -0.20740, -0.06456, -0.97293)	(0.26, 1.27, 0.49)	(-0.04185, -0.17375, 0.46191, -0.86873)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.328523	1	(0.04, 1.72, 0.39)	(0.10877, 0.11987, -0.05069, 0.98551)	(0.01, 1.72, 0.39)	(0.10877, 0.11987, -0.05069, 0.98551)	(0.07, 1.72, 0.38)	(0.10877, 0.11987, -0.05069, 0.98551)	(-0.03, 1.31, 0.50)	(-0.05911, -0.20813, -0.05699, -0.97465)	(0.26, 1.27, 0.49)	(-0.04497, -0.17713, 0.46345, -0.86707)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.339609	1	(0.04, 1.72, 0.39)	(0.10707, 0.12084, -0.05071, 0.98558)	(0.01, 1.72, 0.39)	(0.10707, 0.12084, -0.05071, 0.98558)	(0.07, 1.72, 0.38)	(0.10707, 0.12084, -0.05071, 0.98558)	(-0.03, 1.32, 0.50)	(-0.05069, -0.20940, -0.05474, -0.97498)	(0.26, 1.27, 0.49)	(-0.04629, -0.17835, 0.46489, -0.86598)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.361847	1	(0.04, 1.72, 0.39)	(0.10384, 0.12293, -0.05082, 0.98566)	(0.01, 1.73, 0.39)	(0.10384, 0.12293, -0.05082, 0.98566)	(0.07, 1.72, 0.38)	(0.10384, 0.12293, -0.05082, 0.98566)	(-0.03, 1.32, 0.50)	(-0.03827, -0.21414, -0.05268, -0.97463)	(0.26, 1.27, 0.49)	(-0.04811, -0.17938, 0.46765, -0.86418)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.384126	1	(0.04, 1.72, 0.39)	(0.10065, 0.12527, -0.05131, 0.98567)	(0.01, 1.73, 0.39)	(0.10065, 0.12527, -0.05131, 0.98567)	(0.07, 1.72, 0.38)	(0.10065, 0.12527, -0.05131, 0.98567)	(-0.02, 1.33, 0.50)	(-0.02886, -0.21889, -0.05159, -0.97396)	(0.26, 1.27, 0.49)	(-0.04859, -0.17920, 0.46853, -0.86371)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
